"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
21848658,"PMC3544544",,"Cambridge University Press",,"0033-2917",,"Psychological Medicine",,"Patients’ beliefs about the causes, persistence and control of psychotic experiences predict take-up of effective cognitive behaviour therapy for psychosis",,,,,"1,800.00",,
23016960,,,"Oxford University Press",,,,"Public Health Ethics",,"Using social networking sites for communicable disease control: innovative contact tracing or breach of confidentiality?",,,,,"1,800.00",,
22702373,"PMC3488812",,"Cambridge University Press",,,,"Pyschological Medicine",,"A Comparison of the Clinical Characteristics of Women with Recurrent Major Depression with and without Suicidal Symptomolgy",,,,,"1,800.00",,
23935057,,,"Oxford University Press",,,,"Social Cognitive and Affective Neuroscience",,"Social brains on drugs: tools for neuromodulation in social neuroscience",,,,,"1,800.00",,
23111144,"PMC3566971",,"BioMed Central",,"1741-7015",,"BMC Medicine","Pure OA","Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences",,,"CC-BY",,"1,794.00",,
23172732,,,"BioMed Central",,"1465-6906",,"Genome Biology",,"The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation",,,,,"1,788.90",,
,"PMC3723533","10.1371/journal.pgen.1003666","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Recombination dynamics of a human Y-chromosomal palindrome: rapid GC-biased gene conversion, multi-kilobase conversion tracts, and rare inversions",,,"CC-BY","Yes ","1,788.41","Stuart Lawson",
23400501,"PMC3617094","10.1371/journal.pgen.1003444","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Functional IL6R 368Ala allele impairs classical IL-6 receptor signalling and influences risk of diverse inflammatory diseases",,,"CC-BY","Yes ","1,785.36","Stuart Lawson",
,"PMC3585151",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation",,,"CC-BY","Yes ","1,784.65",,
,"PMC3610635","10.1371/journal.pcbi.1003004","PLOS","PLOS","1553-734X",4.87,"PLOS Computational Biology","Pure OA","Systems model of T cell receptor proximal signaling reveals emergent ultrasensitivity",,,"CC-BY","Yes ","1,783.84","Stuart Lawson",
,,,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","An Over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes",,,"CC-BY","Yes ","1,782.00",,
23814040,"PMC3772013","10.1371/journal.pntd.0002383","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","The functional, social and economic impact of Acute Encephalitis Syndrome in Nepal - a longitudinal follow-up study.",,,"CC-BY","Yes ","1,781.11","Stuart Lawson",
23435114,"PMC3731244",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation",,,"CC-BY","Yes ","1,780.00",,
23345280,"PMC3435397",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Characterising reward outcome signals in sensory cortex",,,,,"1,779.76",,
23303961,"PMC3649981","10.1371/journal.pgen.1003330","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Duplication and retention biases of essential and non-essential genes revealed by systematic knockdown",,,"CC-BY","Yes ","1,775.50","Stuart Lawson",
23138765,"PMC3715547)","10.1371/journal.pgen.1003554","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Trans-ancestral Studies Fine Map the SLE-Susceptibility LOcus TNFSF4",,,"CC-BY","Yes ","1,774.83","Stuart Lawson",
23804751,"PMC3135804",,"Elsevier (Cell Press)","The American Society of Human Genetics","0002-9297",10.6,"American Journal of Human Genetics","Hybrid","Inactivation of IL11 signaling causes craniosynostosis, delayed tooth eruption, and supernumerary teeth.",,,,,"1,773.74",,
23933736,"PMC3772069","10.1371/journal.pntd.0002402","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","Sex-biased expression of microRNAs in Schistosoma mansoni",,,"CC-BY","Yes ","1,773.69","Stuart Lawson",
23396536,"PMC3636136","10.1371/journal.pgen.1003474","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","The tissue-specific RNA binding protein T-STAR controls regional splicing patterns of Neurexin pre-mRNAs in the brain",,,"CC-BY","Yes ","1,773.10","Stuart Lawson",
23221413,"PMC3605285","10.1371/journal.pntd.0002121","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","A cell-surface phylome for African Trypanosomes",,,"CC-BY","Yes ","1,772.81","Stuart Lawson",
23536718,"PMC3782662",,"Elsevier","Elsevier","0014-4886",,"Experimental Neurology",,"The late response of rat subependymal zone stem and progenitor cells to stroke is restricted to directly affected areas of their niche",,,,,"1,771.93",,
23576705,"PMC3438445",,"Elsevier","Elsevier","1567-1348",,"Infection Genetics and Evolution",,"The emergence and maintenance of sickle cell hotspots in the mediterranean",,,,,"1,770.62",,
23076101,"PMC3818088",,"Elsevier","Elsevier","0047-6374",,"Mechanisms of Ageing and Development",,"Ocular parameters of biological ageing in HIV infected individual.",,,,,"1,769.78",,
20543823,"PMC3656102",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.",,,"CC-BY","Yes ","1,766.76",,
23804098,"PMC3682181",,"Elsevier","Elsevier","1096-7192",,"Molecular Genetics and Metabolism",,"Retinal thinning in Gaucher disease patients and carriers: results of a pilot study",,,,,"1,766.37",,
,,,"Elsevier","Elsevier","1878-9293",,"Developmental Cognitive Neuroscience",,"The influence of reading ability on subsequent changes in verbal IQ in the teenage years",,,,,"1,764.06",,
,"PMC3442528","10.1074/jbc.M112.361139","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Hypoxia-inducible factor-1a (HIF1a) switches on transient receptor potential ankryn repeat 1 (TRPA1) gene expression via a hypoxia response element-like motif to modulate cytokine release",7,,"CC-BY","Yes ","1,763.21","Theo",
23595763,"PMC3734351",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Distinct encoding of risk and value in economic choice between multiple risky options",,,,,"1,762.69",,
,"PMC3734352",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","Parcellation of the human substantia nigra based on anatomical connectivity to the striatum",,,,,"1,762.69",,
23804109,"PMC3715439","10.1371/journal.pgen.1003654","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Strabismus promotes recruitment and degradation of farnesylated Prickle in Drosophila planar polarity specification",,,"CC-BY","Yes ","1,761.48","Stuart Lawson",
,"PMC3676539",,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells",,,,,"1,761.28",,
23426678,"PMC3734350",,"Elsevier","Elsevier","1053-8119",6.25,"Neuroimage","Hybrid","The impact of distractor congruency on stimulus processing in retinotopic visual cortex",,,,,"1,760.94",,
23719817,,"10.1371/journal.pgen.1003589","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","H-NS can facilitate specific DNA-binding by RNA polymerase in AT-rich gene",,,"CC-BY","Yes ","1,759.38","Stuart Lawson",
23606632,"PMC3638368",,"Elsevier","Elsevier","0010-9452",,"Cortex",,"Assessing the mechanism of response in the retrosplenial cortex of good and poor navigators",,,,,"1,758.99",,
21948184,,,"Elsevier","Elsevier","1053-8119",,"Neuroimage",,"Gearing up for action: attentive tracking dynamically tunes sensory and motor oscillations in the alpha and beta band",,,,,"1,758.89",,
23554485,"PMC3710972",,"Elsevier","Elsevier","0047-6374",,"Mechanisms of Ageing and Development",,"Assessment of candidate ocular biomarkers of ageing in a South African adult population: relationship with chronological age and systemic biomarkers.",,,,,"1,758.59",,
23771720,"PMC3789764",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","A mechanism for inhibition of DNA-PK-mediated DNA sensing by a virus",,,"CC-BY","Yes ","1,758.16",,
23407973,"PMC3684770",,"Elsevier","Elsevier",,,"Free Radical and Biology Medicine",,"S[+]apomorphine is a CNS penetrating activator of the Nrf2-ARE pathway with activity in mouse and patient fibroblast models of amyotrophic lateral sclerosis",,,,,"1,755.59",,
23558335,"PMC3756433",,"BMJ Group",,"0143-005X",3.39,"Journal of Epidemiology and Community Health","Hybrid","Economic determinants of diet in older adults: systematic review",,,"CC-BY-NC",,"1,755.00","Jenny Molloy",
23727124,"PMC3820028",,"Elsevier","Elsevier","0303-7207",,"Molecular and Cellular Endocrinology",,"Endocrine disorders in mitochondrial disease",,,,,"1,750.81",,
23468552,"PMC3413714","10.1371/journal.pntd.0001760","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","Refining the global spatial limits of dengue virus transmission by evidence-based consensus",,,"CC-BY","Yes ","1,750.01","Stuart Lawson",
22591580,"PMC3541790",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence",,,,,"1,750.00","Michelle Brook",
23788479,"PMC3347798",,"Society for General Microbiology",,"0022-1317",3.13,"Journal of General Virology","Hybrid","The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals",,,,,"1,750.00","Michelle Brook",
23575923,"PMC3541766",,"Society of General Microbiology",,"1350-0872",,"Microbiology",,"Substitutions in the Escherichia coli RNA polymerase inhibitor T7 Gp2 that allow inhibition of transcription when the primary interaction interface between Gp2 and RNA polymerase becomes compromised.",,,,,"1,750.00",,
,"PMC3492749",,"Society for General Microbiology",,,,"SGM Open Option",,"Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain",,,,,"1,750.00",,
24048963,"PMC3591252",,"Elsevier","Elsevier","1353-8292",,"Health and Place",,"Is the environmental setting associated with the intensity and duration of children’s physical activity? Findings from the SPEEDY GPS study",,,,,"1,749.74",,
23165447,"PMC3734349",,"Elsevier","Elsevier","1053-8119",,"Neuroimage",,"Connectivity-based neurofeedback: dynamic causal modeling for real-time fMRI",,,,,"1,747.16",,
23945372,,,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","Mosaic VSG's and the sclae of Trypanosoma brucei antigenic variation",,,"CC-BY","Yes ","1,745.00",,
22322968,"PMC3696691","10.1074/jbc.M113.476143","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","ZINC-INDUCED SELF-ASSOCIATION OF COMPLEMENT C3b AND FACTOR H: IMPLICATIONS FOR INFLAMMATION AND AGE-RELATED MACULAR DEGENERATION",1,,"CC-BY","Yes ","1,743.84","Theo",
23493728,"PMC3650253",,"Springer",,"1535-1084",,"Neuromolecular Medicine",,"Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia",,,,,"1,742.35",,
22301630,"PMC3761558",,"Mary Ann Liebert",,,,"Tissue Engineering: part A",,"Effects of Fiber Orientation on teh Frictional Properties and damage of regenerative Articular Cartilage Surfaces",,,,,"1,741.32",,
23671159,,,"Royal Society of Chemistry",,"0306-0012",,"Chemical Society Reviews",,"Cellular Nanotechnology: making biological interfaces smarter",,,,,"1,740.00",,
23125445,"PMC3597274",,"Springer",,,,"Social Psychiatry and Psychiatric Epidemiology","Hybrid","Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.",,,"Author copyright","Yes ","1,739.13","ck","licence not stated"
23713031,"PMC3529206",,"Springer",,,,"Social Psychiatry and Psychiatric Epidemiology","Hybrid","Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",,,,,"1,739.13",,
23836691,"PMC3405234",,"Springer",,,,"Social Psychiatry and Psychiatric Epidemiology","Hybrid","Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.",,,,,"1,739.13",,
,"PMC3694310",,"Elsevier","Elsevier","0166-6851",,"Molecular & Biochemical Parasitology",,"Translational repression controls temporal expression of the Plasmodium berghei LCCL protein complex.",,,,,"1,737.96",,
,"PMC3662650","10.1371/journal.pgen.1003509","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Imputation-based meta-analysis of severe malaria in three African populations.",,,"CC-BY","Yes ","1,737.68","Stuart Lawson",
23207594,,"10.1371/journal.pgen.1003885","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","PNUTS/PP1 regulates RNAPII-mediated gene expression and is necessary for developmental growth",,,"CC-BY","Yes ","1,736.45","Stuart Lawson",
22837169,,,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","The TgsGP gene is essential for resisteance to human serum in Trypanosoma brucei gambiense",,,"CC-BY","Yes ","1,735.20",,
,"PMC3616814",,"BioMed Central",,"1741-7015",,"BMC Medicine","Pure OA","Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies",,,"CC-BY",,"1,734.00",,
23705892,"PMC3601669",,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"GABA(B) receptors regulate extrasynaptic GABA(A) receptors",,,,,"1,730.99",,
22694338,,,"BioMed Central",,"1756-994X",,"Genome Medicine",,"Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV+ and HPV- tumors",,,,,"1,728.90",,
23328711,"PMC3696465",,"Springer",,,,"Pflugers Archive",,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",,,,,"1,728.80",,
23501838,"PMC3585132",,"PLOS","PLOS","1553-7366",8.14,"PLOS Pathogens","Pure OA","The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU",,,"CC-BY","Yes ","1,723.16",,
,"PMC3441679","10.1371/journal.pgen.1002933","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","H4K20me 1 contributes to down regulation of X-linked genes for C. elegans dosage compensation",,,"CC-BY","Yes ","1,721.72","Stuart Lawson",
23771140,"PMC3464202","10.1371/journal.pgen.1002970","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Cofilin-1: a Modulator of Anxiety in Mice",,,"CC-BY","Yes ","1,715.06","Stuart Lawson",
23057438,,"10.1371/journal.pgen.1003152","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","E Coli Fis protein insulates the cbpA gene from uncontrolled transcription",,,"CC-BY","Yes ","1,710.40","Stuart Lawson",
23595147,"PMC2797226","10.1074/jbc.M109.055160","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Nucleotide Binding by Lhs1p Is Essential for Its Nucleotide Exchange Activity and for Function in Vivo",12,,"CC-BY-NC","Yes ","1,707.08","Theo",
23963700,"PMC3763532",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Clusters of microRNAs emerge by new hairpins in existing transcripts",,,,,"1,704.00",,
23356983,"PMC3675483","10.1093/nar/gkt268","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Nucleocapsid protein structures from orthobunyaviruses reveal insight into ribonucleoprotein architecture and RNA polymerization",,,"CC-BY-NC","Yes","1,704.00","Michelle Brook","Copyright author"
22285651,"PMC3834809","10.1093/nar/gkt728","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Replisome stall events have shaped the distribution of replication origins in the genomes of yeasts.",,,"CC-BY","Yes","1,704.00","Michelle Brook","Copyright author"
21619933,"PMC3737548","10.1093/nar/gkt446","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Splicing-coupled 3′ end formation requires a terminal splice acceptor site, but not intron excision",,,"CC-BY","Yes","1,704.00","Michelle Brook","Copyright author"
21440638,"PMC3597655","10.1093/nar/gks1445","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Structure, evolution and function of the bi-directionally transcribed iab-4/iab-8 microRNA locus in arthropods",,,"CC-BY-NC","Yes","1,704.00","Michelle Brook","Copyright author"
21948792,"PMC3424546","10.1093/nar/gks367","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","DYNAMIC ACETYLATION OF LYSINE-4-TRIMETHYLATED HISTONE H3 & H3 VARIANT BIOLOGY IN MUTLICELLULAR EUKARYOTE",,,"CC-BY-NC","Yes","1,704.00","Michelle Brook","Copyright author"
21571074,"PMC3479183","10.1093/nar/gks715","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","ATPASE ACTIVITY OF FML1 IS ESSENTIAL FOR ITS ROLE IN HOMOLOGOUS RECOMBINATION & DNA REPAIR",,,"CC-BY-NC","Yes","1,704.00","Michelle Brook","Copyright author"
21605682,"PMC3245117","10.1093/nar/gkr796","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","BuGSbase - a microbial gene expression and comparative genomic database",,,"CC-BY-NC","Yes","1,704.00","Michelle Brook","Copyright author"
21605683,"PMC3783091",,"Oxford University Press",,"0002-9262",,"American Journal of Epidemiology",,"Efficient design for Mendelian randomization studies: subsample and two-sample instrumental variable estimators",,,,,"1,700.00",,
21525647,"PMC3546795",,"Oxford University Press",,"1367-4803",,"Bioinformatics",,"A Beta-Mixture Quantile Normalisation method for correcting probe design bias in Illumina Infinium 450k DNA methylation data",,,,,"1,700.00",,
22709703,"PMC3570213",,"Oxford University Press",,"1367-4803",,"Bioinformatics",,"The product of C9orf72, a gene strongly implicated in neurodegeneration, is structurally related to DENN Rab-GEFs",,,,,"1,700.00",,
23880493,"PMC3546802",,"Oxford University Press",,,,"Bioinformatics Online",,"Scaffolding low quality genomes using orthologous protein sequences",,,,,"1,700.00",,
23025485,"PMC3525062",,"Oxford University Press",,,,"Brain Online",,"The Charcot-Marie-Tooth diseases: how can we identify and develop novel therapeutic targets?",,,,,"1,700.00",,
23500273,"PMC3580272",,"Oxford University Press",,,,"Brain Online",,"The functional neuroimaging correlates of psychogenic versus organic dystonia",,,,,"1,700.00",,
24038356,"PMC3377963",,"Oxford University Press",,"1047-3211",,"Cerebral Cortex",,"Transgenic Overexpression of the Type I Isoform of Neuregulin 1 Affects Working Memory and Hippocampal Oscillations but not Long-term Potentiation",,,,,"1,700.00",,
23169462,"PMC3669524",,"Oxford University Press",,"1058-4838",,"Clinical Infectious Diseases",,"A review of self-testing for HIV: research and policy priorities in a new era of HIV prevention.",,,,,"1,700.00",,
,"PMC3540040",,"Oxford University Press",,"1058-4838",,"Clinical Infectious Diseases",,"Frequency, severity and prediction of tuberculous meningitis immune reconstitution inflammatory syndrome",,,,,"1,700.00",,
22434880,"PMC3381638",,"Oxford University Press",,"1058-4838",,"Clinical Infectious Diseases",,"Rates of Pneumococcal Colonization and Transmission probabilities by serotype, among new born infants in Kilifi District",,,,,"1,700.00",,
23511971,,,"Informa Healthcare"," ",,,"Expert Reviews in Anti-infective Chemotherapy",,"Advocacy, policies and practicalities of preventive chemotherapy campaigns for African children with schistosomiasis",,,,,"1,700.00",,
23394900,"PMC3492750",,"Future Medicine",,"1746-0913",,"Future Microbiology",,"Evolutionary and genomic insights into meningococal biology",,,,,"1,700.00",,
23920209,"PMC3671775",,"Oxford University Press",,"0959-6658",,"Glycobiology",,"Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine",,,,,"1,700.00",,
23336700,,,"Oxford University Press",,"0957-4824",,"Health Promotion International",,"In what ways do communities support optimal antiretroviral treatment in Zimbabwe?",,,,,"1,700.00",,
23199799,"PMC3406756","10.1093/hmg/dds189","Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",,,"CC-BY-NC","Yes","1,700.00","Michelle Brook","Coyright - Author"
,"PMC3690967","10.1093/hmg/ddt131","Oxford University Press","Oxford University Press","1460-2083",7.69,"Human Molecular Genetics","Hybrid","DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.",,,"CC-BY-NC","Yes","1,700.00","Michelle Brook","Coyright - Author"
22534784,"PMC3396314",,"Oxford University Press",,"0300-5771",,"International Journal of Epidemiology",,"Status of epidemiology in the WHO South-East Asia region: burden of disease, determinants of health and epidemiological research, workforce and training capacity.",,,,,"1,700.00",,
23250956,"PMC3572772",,"Oxford University Press",,"0931-0509",,"Nephrology Dialysis Transplantation",,"Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype",,,,,"1,700.00",,
23273904,,,"Oxford University Press",,,,"Oxford Journals",,"Health Policy and Planning, Health insurance for the poor decreases access to HIV testing in antenatal care: evidence of an unintended effect of health insurance reform in Colombia",,,,,"1,700.00",,
23981980,"PMC3235332",,"Oxford University Press",,,,"QJM: An International Journal of Medicine",,"Hepatitis C virus: current concepts and future challenges",,,,,"1,700.00",,
23235261,"PMC3812900",,"BMJ Group",,"1368-4973",2.61,"Sexually Transmitted Infections","Hybrid","Cross-sectional survey of treatment practices for urethritis at pharmacies, private clinics and government health facilities in coastal Kenya: many missed opportunities for HIV prevention.",,,"CC-BY-NC",,"1,700.00","Jenny Molloy",
,,,"Cambridge University Press",,"0144-686X",,"Ageing & Society",,"Who cares? Implications of care-giving and -receiving by HIV-infected or -affected older",,,,,"1,695.00",,
23824939,,,"Cambridge University Press",,"0007-0874",,"British Journal for the History of Science",,"Writing, printing, speaking: Rhesus blood-group genetics and nomenclatures in the mid-twentieth century",,,,,"1,695.00",,
23427095,"PMC3528370",,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"Mechanisms for extracting a signal from noise as revealed",,,,,"1,694.68",,
23864504,,"10.1371/journal.pntd.0002384","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","In vivo imaging of Trypanosome brain interactions and development of a rapid screening test for Drugs against CNS stage trypanosomiasis",,,"CC-BY","Yes ","1,692.00","Stuart Lawson",
23256186,"PMC3182865","10.1371/journal.pcbi.1002200","PLOS","PLOS","1553-734X",4.87,"PLOS Computational Biology","Pure OA","Why don't CD8+ T cells reduce the lifespan of SIV-infected cells in vivo?",,,"CC-BY","Yes ","1,685.62","Stuart Lawson",
23558730,"PMC3542187","10.1371/journal.pntd.0001992","PLOS","PLOS","1935-2735",4.57,"PLOS Neglected Tropical Diseases","Pure OA","Evaluation of rK39 Rapid Diagnostic Tests for Canine Visceral Leishmaniasis: Longitudinal Study and Meta-Analysis",,,"CC-BY","Yes ","1,685.39","Stuart Lawson",
24040492,"PMC3531293","10.1371/journal.pcbi.1002835","PLOS","PLOS","1553-734X",4.87,"PLOS Computational Biology","Pure OA","Phylodynamic inference and model assessment with Approximate Bayesian Computation: influenza as a case study",,,"CC-BY","Yes ","1,684.67","Stuart Lawson",
23236081,"PMC3561070","10.1371/journal.pgen.1003219","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Unlocking the Bottleneck in Forward Genetics Using Whole Genome Sequencing and Identity by Descent to Isolate Causative Mutations",,,"CC-BY","Yes ","1,682.94","Stuart Lawson",
,,,"Mary Ann Liebert",,"1523-0864",,"Antioxidants and Redox Signaling",,"Ybp1 and Gpx3 signalling in Candida albicans govern hydrogen peroxide-induced oxidation of the Cap 1 transcription factor and macrophage escape",,,,,"1,681.94",,
,"PMC3730629",,"Royal Society",,"1744-9561",,"Biology Letters",,"Anthelmintic treatment alters the parasite community in a wild mouse host",,,,,"1,680.00",,
22744000,"PMC3639764",,"Royal Society",,"1744-9561",,"Biology Letters",,"Vaulting mechanics successfully predict decrease in walk-run transition speed with incline",,,,,"1,680.00",,
23388713,"PMC3752052",,"BMJ Group",,"2044-6055",1.58,"BMJ Open","Pure OA","Cost-effectiveness of HCV case-finding for people who inject drugs via dried blood spot testing in specialist addiction services and prisons",,,"CC-BY-NC",,"1,680.00","Jenny Molloy",
23236072,"PMC3565701",,"Royal Society",,"1742-5689",,"Journal of the Royal Society Interface",,"A gene regulatory motif that generates oscillatory or multiway switch outputs",,,,,"1,680.00",,
23115299,,,"Royal Society",,"1742-5689",,"Journal of the Royal Society Interface",,"Life as we know it",,,,,"1,680.00",,
23785211,"PMC3808789",,"Royal Society",,"1742-5689",,"Journal of the Royal Society Interface",,"Computational modelling of the piglet brain to simulate near-infrared spectroscopy and magnetic resonance spectroscopy data collected during oxygen deprivation",,,,,"1,680.00",,
23487472,"PMC3546020",,"BioMed Central",,"1475-2891",,"Nutrition Journal",,"Nutritional status of young children in Mumbai slums: a follow-up anthropometric study",,,,,"1,680.00",,
23903840,"PMC3758187",,"Royal Society",,,,"Philosophical Transactions B",,"Identification of an Ancient Endogenous Retrovirus, Predating the Divergence of the Placental Mammals",,,,,"1,680.00",,
23903843,"PMC3785964",,"Royal Society",,,,"Philosophical Transactions B",,"Cell and tissue polarity in the intestinal tract during tumourigenesis: cells still know the right way up, but tissue organization is lost.",,,,,"1,680.00",,
23152534,"PMC3720043","10.1098/rstb.2012.0145","Royal Society",,,,"Philosophical Transactions B",,"A sticky situation : the unexpected stability of malaria elimination",,,"CC-BY","Yes ","1,680.00",,
,"PMC3673055",,"Royal Society",,,,"Proceedings B",,"Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes",,,,,"1,680.00",,
22875964,"PMC3497093",,"Royal Society",,"0962-8452",,"Proceedings of the Royal Society B: Biological Sciences",,"Inferring subjective states through the observation of actions",,,,,"1,680.00",,
23064244,"PMC3497249",,"Royal Society",,"0962-8452",,"Proceedings of the Royal Society B: Biological Sciences",,"Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion",,,,,"1,680.00",,
,"PMC3574303",,"Royal Society",,"0962-8452",,"Proceedings of the Royal Society B: Biological Sciences",,"Direct evidence for encoding of motion streaks in human visual cortex",,,,,"1,680.00",,
,"PMC3712420",,"Royal Society",,"0962-8452",,"Proceedings of the Royal Society B: Biological Sciences",,"Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity",,,,,"1,680.00",,
,"PMC3259919",,"Royal Society",,"0962-8452",,"Proceedings of the Royal Society B: Biological Sciences",,"Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder",,,,,"1,680.00",,
,"PMC3572961","10.1371/journal.pcbi.1002877","PLOS","PLOS","1553-734X",4.87,"PLOS Computational Biology","Pure OA","Multi-population classical HLA type impuation",,,"CC-BY","Yes ","1,679.71","Stuart Lawson",
,"PMC3527205","10.1371/journal.pgen.1003095","PLOS","PLOS","1553-7390",8.52,"PLOS Genetics","Pure OA","Genes contributing to pain sensitivity in the normal population: an exome sequencing study",,,"CC-BY","Yes ","1,676.06","Stuart Lawson",
23568251,"PMC3398262",,"BioMed Central",,"1741-7007",,"BMC Biology","Pure OA","Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis",,,,,"1,674.00",,
,"PMC3606528",,"Federation of American Societies for Experimental Biology",,"0892-6638",,"FASEB Journal",,"11β-hydroxysteroid dehydrogenase type 1 deficiency in bone marrow-derived cells reduces atherosclerosis",,,,,"1,670.77",,
